,证券代码,证券简称,信用评级,评级类型,评估机构,发债主体评级时间,发债主体评级预期,投资等级,等级含义
473,011101005.IB,11中石油SCP005,AAA,长期信用评级,联合资信评估有限公司,20120511,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
474,011101005.IB,11中石油SCP005,AAA,长期信用评级,联合资信评估有限公司,20120629,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
475,011101005.IB,11中石油SCP005,AAA,长期信用评级,联合资信评估有限公司,20120814,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
476,011101005.IB,11中石油SCP005,AAA,长期信用评级,联合资信评估有限公司,20121018,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
477,011101005.IB,11中石油SCP005,AAA,长期信用评级,联合资信评估有限公司,20130624,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
478,011101005.IB,11中石油SCP005,AAA,长期信用评级,联合资信评估有限公司,20140613,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
479,011101005.IB,11中石油SCP005,AAA,长期信用评级,联合资信评估有限公司,20150527,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
480,011101005.IB,11中石油SCP005,AAA,长期信用评级,联合资信评估有限公司,20150612,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
481,011101005.IB,11中石油SCP005,AAA,长期信用评级,联合资信评估有限公司,20151021,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
482,011101005.IB,11中石油SCP005,AAA,长期信用评级,联合资信评估有限公司,20151231,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
483,011101005.IB,11中石油SCP005,AAA,长期信用评级,联合资信评估有限公司,20160120,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
484,011101005.IB,11中石油SCP005,AAA,长期信用评级,联合资信评估有限公司,20160725,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
485,011101005.IB,11中石油SCP005,AAA,长期信用评级,联合资信评估有限公司,20170630,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
486,011101005.IB,11中石油SCP005,AAA,长期信用评级,联合资信评估有限公司,20180626,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
487,011101005.IB,11中石油SCP005,AAA,长期信用评级,联合资信评估有限公司,20190613,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
488,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20080415,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
489,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20081212,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
490,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20090107,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
491,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20090324,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
492,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20091106,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
493,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20100326,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
494,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20101208,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
495,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20110510,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
496,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20111227,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
497,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20120213,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
498,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20120216,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
499,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20121226,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
500,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20130304,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
501,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20130502,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
502,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20130626,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
503,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20140409,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
504,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20140610,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
505,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20141014,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
506,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20141111,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
507,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20141208,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
508,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20150730,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
509,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20150929,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
510,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20160513,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
511,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20160602,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
512,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20160628,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
513,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20170626,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
514,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20180614,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
515,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,20190614,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
516,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20080415,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
517,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20081212,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
518,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20090107,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
519,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20090324,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
520,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20091106,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
521,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20100326,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
522,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20101208,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
523,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20110510,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
524,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20111227,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
525,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20120213,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
526,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20120216,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
527,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20121226,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
528,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20130304,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
529,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20130502,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
530,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20130626,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
531,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20140409,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
532,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20140610,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
533,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20141014,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
534,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20141111,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
535,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20141208,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
536,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20150730,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
537,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20150929,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
538,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20160513,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
539,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20160602,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
540,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20160628,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
541,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20170626,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
542,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20180614,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
543,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,20190614,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
544,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,20080415,稳定,投资级,AAA级债为最高级债，其还本付息能力最强。
