,证券代码,证券简称,发债主体评级等级,发债主体评级类型,发债主体评级机构,发债主体评级预期,发债主体评级时间
1383,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110729
1384,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110803
1385,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110923
1386,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120516
1387,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120621
1388,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120911
1389,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130314
1390,011105001.IB,11联通SCP001,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20130417
1391,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130627
1392,011105001.IB,11联通SCP001,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20130627
1393,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140319
1394,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140604
1395,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140626
1396,011105001.IB,11联通SCP001,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20140707
1397,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150109
1398,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150428
1399,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150508
1400,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150626
1401,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150930
1402,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20160525
1403,011105001.IB,11联通SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20160601
1404,011105001.IB,11联通SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20160707
1405,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161107
1406,011105001.IB,11联通SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20170623
1407,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170727
1408,011105001.IB,11联通SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20180625
1409,011105001.IB,11联通SCP001,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20180629
1410,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180726
1411,011105001.IB,11联通SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20190610
1412,011105001.IB,11联通SCP001,AAA,长期信用评级,联合信用评级有限公司,稳定,20190621
1413,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100122
1414,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100127
1415,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100722
1416,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20101202
1417,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110729
1418,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110803
1419,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110923
1420,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120516
1421,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120621
1422,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120911
1423,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130314
1424,011105002.IB,11联通SCP002,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20130417
1425,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130627
1426,011105002.IB,11联通SCP002,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20130627
1427,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140319
1428,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140604
1429,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140626
1430,011105002.IB,11联通SCP002,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20140707
1431,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150109
1432,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150428
1433,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150508
1434,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150626
1435,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150930
1436,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20160525
1437,011105002.IB,11联通SCP002,AAA,长期信用评级,联合信用评级有限公司,稳定,20160601
1438,011105002.IB,11联通SCP002,AAA,长期信用评级,联合信用评级有限公司,稳定,20160707
1439,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161107
1440,011105002.IB,11联通SCP002,AAA,长期信用评级,联合信用评级有限公司,稳定,20170623
1441,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170727
1442,011105002.IB,11联通SCP002,AAA,长期信用评级,联合信用评级有限公司,稳定,20180625
1443,011105002.IB,11联通SCP002,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20180629
1444,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180726
1445,011105002.IB,11联通SCP002,AAA,长期信用评级,联合信用评级有限公司,稳定,20190610
1446,011105002.IB,11联通SCP002,AAA,长期信用评级,联合信用评级有限公司,稳定,20190621
1447,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100122
1448,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100127
1449,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100722
1450,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20101202
1451,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110729
1452,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110803
1453,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110923
1454,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120516
1455,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120621
1456,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120911
1457,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130314
1458,011105003.IB,11联通SCP003,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20130417
1459,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130627
1460,011105003.IB,11联通SCP003,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20130627
1461,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140319
1462,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140604
1463,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140626
1464,011105003.IB,11联通SCP003,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20140707
1465,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150109
1466,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150428
1467,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150508
1468,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150626
1469,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150930
1470,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20160525
1471,011105003.IB,11联通SCP003,AAA,长期信用评级,联合信用评级有限公司,稳定,20160601
1472,011105003.IB,11联通SCP003,AAA,长期信用评级,联合信用评级有限公司,稳定,20160707
1473,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161107
1474,011105003.IB,11联通SCP003,AAA,长期信用评级,联合信用评级有限公司,稳定,20170623
1475,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170727
1476,011105003.IB,11联通SCP003,AAA,长期信用评级,联合信用评级有限公司,稳定,20180625
1477,011105003.IB,11联通SCP003,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20180629
1478,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180726
1479,011105003.IB,11联通SCP003,AAA,长期信用评级,联合信用评级有限公司,稳定,20190610
1480,011105003.IB,11联通SCP003,AAA,长期信用评级,联合信用评级有限公司,稳定,20190621
1481,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100122
1482,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100127
1483,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100722
1484,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20101202
1485,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110729
1486,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110803
1487,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110923
1488,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120516
1489,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120621
1490,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120911
1491,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130314
1492,011105004.IB,11联通SCP004,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20130417
1493,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130627
1494,011105004.IB,11联通SCP004,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20130627
1495,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140319
1496,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140604
1497,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140626
1498,011105004.IB,11联通SCP004,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20140707
1499,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150109
1500,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150428
1501,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150508
1502,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150626
1503,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150930
1504,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20160525
1505,011105004.IB,11联通SCP004,AAA,长期信用评级,联合信用评级有限公司,稳定,20160601
1506,011105004.IB,11联通SCP004,AAA,长期信用评级,联合信用评级有限公司,稳定,20160707
1507,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161107
1508,011105004.IB,11联通SCP004,AAA,长期信用评级,联合信用评级有限公司,稳定,20170623
1509,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170727
1510,011105004.IB,11联通SCP004,AAA,长期信用评级,联合信用评级有限公司,稳定,20180625
1511,011105004.IB,11联通SCP004,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20180629
1512,011105004.IB,11联通SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180726
1513,011105004.IB,11联通SCP004,AAA,长期信用评级,联合信用评级有限公司,稳定,20190610
1514,011105004.IB,11联通SCP004,AAA,长期信用评级,联合信用评级有限公司,稳定,20190621
1515,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100122
1516,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100127
1517,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100722
1518,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20101202
1519,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110729
1520,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110803
1521,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110923
1522,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120516
1523,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120621
1524,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120911
1525,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130314
1526,011105005.IB,11联通SCP005,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20130417
1527,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130627
1528,011105005.IB,11联通SCP005,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20130627
1529,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140319
1530,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140604
1531,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140626
1532,011105005.IB,11联通SCP005,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20140707
1533,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150109
1534,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150428
1535,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150508
1536,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150626
1537,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150930
1538,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20160525
1539,011105005.IB,11联通SCP005,AAA,长期信用评级,联合信用评级有限公司,稳定,20160601
1540,011105005.IB,11联通SCP005,AAA,长期信用评级,联合信用评级有限公司,稳定,20160707
1541,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161107
1542,011105005.IB,11联通SCP005,AAA,长期信用评级,联合信用评级有限公司,稳定,20170623
1543,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170727
1544,011105005.IB,11联通SCP005,AAA,长期信用评级,联合信用评级有限公司,稳定,20180625
1545,011105005.IB,11联通SCP005,AAA-,长期信用评级,中债资信评估有限责任公司,稳定,20180629
1546,011105005.IB,11联通SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180726
1547,011105005.IB,11联通SCP005,AAA,长期信用评级,联合信用评级有限公司,稳定,20190610
1548,011105005.IB,11联通SCP005,AAA,长期信用评级,联合信用评级有限公司,稳定,20190621
